UDS100-Channel(X)	UDS100-Channel(Y)
0	0.2775561
1	0.2775622
2	0.2775561
3	0.2775622
4	0.2775683
5	0.2775256
6	0.2775622
7	0.27755
8	0.2775622
9	0.2775256
10	0.27755
11	0.2775988
12	0.2775378
13	0.2775256
14	0.2775378
15	0.2775622
16	0.27755
17	0.27755
18	0.2775683
19	0.2775378
20	0.2775378
21	0.2775561
22	0.2775622
23	0.2775256
24	0.2775805
25	0.2776049
26	0.2775988
27	0.2776232
28	0.2775561
29	0.2775195
30	0.2775378
31	0.2775195
32	0.2775805
33	0.27755
34	0.2775561
35	0.2775561
36	0.2775256
37	0.277611
38	0.2775866
39	0.2775195
40	0.2775622
41	0.2775256
42	0.2775927
43	0.27755
44	0.2775439
45	0.2775317
46	0.2775195
47	0.2775622
48	0.2775744
49	0.2775378
50	0.2775683
51	0.2775134
52	0.2775622
53	0.2775683
54	0.2776354
55	0.2775744
56	0.2775927
57	0.2775378
58	0.2775439
59	0.2775805
60	0.2775744
61	0.2775744
62	0.2775988
63	0.2775561
64	0.2775622
65	0.2775378
66	0.27755
67	0.2775866
68	0.2775744
69	0.2775317
70	0.2775378
71	0.2775683
72	0.2775744
73	0.2775317
74	0.2775378
75	0.2775561
76	0.2776049
77	0.2775378
78	0.2775683
79	0.27755
80	0.2775378
81	0.2775683
82	0.2775561
83	0.2775195
84	0.2775439
85	0.2775256
86	0.2775927
87	0.2776049
88	0.2775622
89	0.2775439
90	0.2775439
91	0.2775927
92	0.2775927
93	0.27755
94	0.2775683
95	0.2775866
96	0.2775622
97	0.2775134
98	0.2775805
99	0.27755
100	0.2775439
101	0.2775317
102	0.2775317
103	0.27755
104	0.2775317
105	0.2775744
106	0.2775378
107	0.2775378
108	0.2775561
109	0.2775988
110	0.2775561
111	0.2775439
112	0.2775439
